index,plate,review_reason_code,customer_meaning,reviewer_comments,status
11153,ASYLUMM,,OUR FAMILY TRAILER IS OUR ASYLUM. THANK  YOU,MENTAL HOSPITAL,Y
18870,C4 964,2,CARRERA 4 PORSCHE 964,C4 = EXPLOSIVE,N
12134,DMND/BLU,D,MICRO UNAVAILABLE,BLUE IS A GANG RELATED COLOR,Y
22409,TCOMAMA,1,TACO MAMA,TACO,N
12998,V8 KLER,2,NO MEANIG ON REG 17,V8 KILLER,N
19060,JM211MS,,ITS MY FIANCES INITIALS (JACKIE MARIE) OUR WEDDING DATE OF FEBRUARY 11 AND MY INITIALS (MIGUEL SEBASTIAN) AT THE END.,211 POLICE CODE,Y
11444,69 CHINO,1,69CHINO,SEXUAL ACT,N
9542,HVN13,7,INTIALS OF MY FULL NAME AND DAY OF BIRTH,13-GANG NUMBER,N
18556,KIKNROK,,KICK ROCKS,KICKIN ROCKS,Y
10861,REDDFOX,7,MY NICKNAME,RED-GANG COLOR,Y
11279,HB RIDIN,3,NOT ON QUICKWEB,HB CAN ALSO MEAN HOT BITCH,N
10392,88 BRAAP,7,NO MICRO,88-HITLER,N
6899,CRPTFXR,1,CARPET FIXER,CARPET FIXER CARPET IS ANOTHER NAME FOR  VAGINA,N
6,CHERIPI,1,CHERRY PIE,CHERRY PIE,N
19781,O21512M,6,ANNIVERSARY,LOOK A LIKE,N
1220,OG PAINT,7,ORIGINAL PAINT,OG-ORIGINAL GANGSTER,N
2877,H8NOOBZ,2,HATE NOOBS. ITS A VIDEO GAMING TERM.,HATE,N
12408,IM231O3,,VEHICLE CODE SECTION.,LOOK ALIKE,N
6982,BELLAB8,2,MICRO NOT AVAILABLE,B8 LOOKS CLOSE TO 88 HITLER REFERENCE,N
8373,BLAK 911,4,BLACK PORSCHE 911,911 EMERGENCY,Y
2171,LRYS TT,,LARRY AUDI TT,"LARRYS TT, LOOKS LIKE A SEXUAL REFERENCE FOR BREAST",N
12223,BLK PLAG,2,BLACK PLAGUE IS THE CARS CAR SHOW NAME GIVEN BY MY FATHER.,BLACK PLAGUE,N
11597,HOAXWGN,1,VOLKSWAGEN PUN,HOAX AS IN HOE,Y
22579,KAREN&G,2,BECAUSE ITS A HONOR HELP A THIS FOUNDATION,STAND ALONE G,N
15260,MY1KITT,1,KNIGHT RIDER SHOW,COULD HAVE SEXUAL CONNOTATION,Y
20362,GOHOOOS,3,"I AM A UVA GRADUATE.A NICKNAME FOR THE SCHOOL IS WAHOOS. SO AS A FAN, WE SAY GO HOOS.","LOOKS LIKE GO HOES, PROFANITY",N
20482,62DO12G,2,62DO12G NO MEANING,"G, GANG REFERENCE",N
15573,RNDMDKY,1,THIS IS FOR MY WIFES FURNITURE BUSINESS THE RANDOM DONKEY,"DKY COULD STAND FOR DICKY, RANDOM DICKY",N
20744,DEZ4U NI,1,ABSOLUTELY LOVE THE DESERT AND DRY HEAT.GO TO MY OTHER HOME THERE EVERY WEEKEND.,DEEZ FOR YOU,N
5783,AWD PSI,1,MY SUBARU IS AN ALL WHEEL DRIVE. PSI STANDS FOR PRESSURE. MY FACTORY TURBO BUILDS PRESSURE,PSI LOOKS LIKE A SEXUAL REFERENCE,Y
5761,PRPHAYZ,D,PURPLE HAZE MY NICK NAME,purple haze is a strain of marijuana,N
21207,B 875JJ,3,BURGOS 875 JAY JAY,STAND ALONE B,Y
8194,STROKES,1,FAVORITE ROCK BAND,COULD BE TAKEN AS A SEXUAL REFERENCE,N
5276,8TAKAT8,2,MY NICK NAME TAK READING FORWARD AND BACKWARD BETWEEN LUCKY NUMBER 8,88 HITLER REFREENCE,N
12684,RED MTRS,2,REDLINE MOTORS IS THE MEANING OF THE PLATE ITS A SHOPS NAME,RED- GANG COLOR,Y
21380,PIEMANN,1,I EAT PIE ALOT,PIE IS ANOTHER WORD FOR VAGINA,N
20984,H2O MNKE,1,"WATER MONKEY, I AM A SWIM COACH WHO LOVES MONKEYS",MONKEY IS SLANG FOR PUSSY OR ASS,N
1780,VATORAT,,EARLY 80 SKATE BOARD DECK,VATO GANG REFERENCE,N
4081,LOGAN G,2,NAME,G AS IN GANGSTER.. CUSTOMER NAME NOT LOGAN,N
17322,MAXATTK,2,MAXIMUM ATTACK,"ATTACK, HOSTILE TERM",N
9560,SS 14,2,NO MICRO,SS-HITLERS ARMY. 14-HITLER,N
18639,DHILN 88,,ABBREVIATED LAST NAME 88 YEAR MY SON WAS BORN,88 HITLER REFERENCE,N
649,DRY#JOB,1,DRY JOB FOR MY WORK SUV USED FOR DRY  CLEANING DELIVERY,"DRY HAND JOB, SEXUAL",N
13267,YALA B#,3,SAYING BYE IN A HARRY,YALA MEANS HURRY IN ARABIC BUT B BY ITSELF COULD MEAN BITCH,N
18765,OMW2FYL,3,PERSONAL QUOTE,FYL = FUCK YOUR LIFE,N
12702,KNTZF#M,1,KOONTZ FAMILY OF 5,"CUNTS, BUT LAST NAME IS KOONTS",N
12999,1SINNER,2,MY BAND NAME,ONE SINNER,Y
21567,SIMS 415,2,NO MEANING ON REG 17,415 = AREA CODE,N
9281,F14 GT,2,THE FIRST LETTER IN MY NAME IS F AND MY FAVORITE NUMBER IS 14. THE GT REFER TO MY CAR WHICH IS MUSTANG GT.,14 GANG REFERENCE,N
21645,RCF D2B,1,"MY INITIALS, DENTIST TO BE",URBAN DICTIONARY SAYS D2B=DICK TOO BOMB (204 THUMBS UP) OR DOWN TO BONE (43 THUMBS UP),N
13517,LILY 14,2,DAUGHTERS NAME AND BIRTH YEAR,14 = GANG NUMBER (NO 2014 ON ANI),N
21304,BUDNJAN,7D,HUSBAND AND WIFE,BUD CAN BE ANOTHER WORD FOR MARIJUANA,N
19548,SMMRBUM,1,SUMMERBUM,BUM=BUTT,N
4999,NGRTMSA,2,FAMOUS SPANISH SONG,NGR STANDS OUT… SPANISH SONG NEGRA TOMASA ABOUT A DARK/BLACK WOMAN. DIDN’T TRANSLATE THE SONG.,N
23297,805TRMI,2,805 AREA CODE TRMI IS THE ABBREVIATION FOR THE CODE NAME WHEN VEHICLE WAS MADE BY FORD,805 AREA CODE,N
12806,BLUMENY,2,BLUE MEANY FROM MOVIE YELLOW SUBMARINE,"BLUE, GANG REFERENCE",Y
19015,BG DDADY,,NICK NAME,BIG DADDY,N
19330,159,6,LOWEST NUMBER AVAILABLE,ALL DIGITS,Y
21736,U BERK,2,UNIVERSITY BERKELEY,BERK CAN BE SLANG FOR IDIOT,N
10568,JOEY 911,5,MY NAME AND MODEL OF CAR,911 EMERGENCY,N
20182,JDGRNDG,1,JACK DREES GRINDING,PULLED FOR GRINDING,N
14748,BRNDAG,2,SHORT FOR BRENDA GRIFFITH,"G, GANG REFERENCE",Y
17096,BLU7PRL,2,SPIRITUAL WISDOM,BLUE,Y
606,RIDN HYE,D,VEHICLE WITH A LOT OF GROUND CLEARENCE,HYE spelled this way means Armenian but in this case might be misconstrued as high on drugs,N
4357,69HUEVO,1,"1969 FORD RANCHERO, I CALL HER HUEVO  RANCHERO LIKE THE BREAKFAST DISH","does have a 69 ford, ani shows p/u. pulled because huevos=Spanish slang for balls",N
15779,WILYKAT,1,"WILYKAT IS A CHARACTER FROM THUNDERCATS CARTOON, PLATE WILL GO ON 2017 HELLCAT","KAT=PUSSY, HAS A HONDA. SAYS PLATES will go on a 2017 Hellcat.",Y
8390,NEW BLUE,2,OUR NEW CAR THATS BLUE IN COLOR,BLUE,Y
4074,FUXGVN O,3,PROMOTION FOR GRAPHIC DESIGN AND USER INTERFACE SERVICES SMALL BUSINESS PROVIDES,ZERO FUCKS GIVEN,N
8746,NISMO88,7,NO MICRO,88-HITLER,N
19914,DED22,2,MY INITIALS AND FAVORITE NUMBER,"DEAD, COULD BE CONSIDERED HOSTILE(Customers name is david E. Duree)",N
12079,HI4USC,7D,"HIGH FIVE FOR UNIVERSITY OF SOUTHERN  CALIFORNIA. THE GESTURE IS OFTEN GIVE ME FIVE OR HIGH FIVE, GREETINGS, CONGRATULATIONS OR  CELEBRATION.","HI, DRUG REFERENCE",N
3993,F DIRTY,3,PLAY ON F30 WHICH IS THE CHASSIS FOR MY BMW,F,N
14417,AAH PUTO,3,CHILDHOOD NICKNAME,PUTO MEANS FUCKING IN SPANISH,N
15739,CSG VAN,2,CREEPS SELLING GARBAGE  VAN,URBAN DICTIONARY SAYS CALVERT STREET GANGSTERS OR CREEPY SINGLE GUY…,N
15926,11AK111,2,KIDS INITIALS,GUN,N
3126,RED ZILA,2,RED GODZILLA,RED,Y
17108,QT3PT14,2,CUTIE PIE,14 GANG REFERENCE,N
7284,SUR4DIE,2,SURF OR DIE,SURF OR DIE,N
11802,16WILLY,1,2016 WILLYS JEEP,WILLY CAN STAND FOR PENIS,N
1834,JAP JEG,2,NO MICRO,JAP,N
1588,BUYFART,3,MY BUSINESS NAME,fart,N
1515,SU CHUB,1,NO MICRO,CHUB IS A SEMI ERECT PENIS,N
12643,2HOODZ,2,2 MASTERS DEGREES,TOO HOOD?,N
205,BYTE ME2,2,"BYTE ME TWO, MATCHING SPOUSES PLATES",BITE ME TOO,Y
17684,GR8TM8,1,GREAT TEAMMATE,"LOOKS LIKE GREAT TO MATE, SEXUAL REFERENCE",Y
3661,2 NABOO,2,REFERENCE TO STAR WARS. FAVORITE MOVIE,TUNA BOO?,Y
5604,D GIRL,1,PERSONAL MEANING,D=slang for dick,N
19411,8AIGHT8,2,8-8-8 IS OUR SONS BIRTHDAY,88 = HATE NUMBER,N
22187,13 RAJ,2,MY NAME FIRST INITIAL,13=GANG,Y
20487,8MDLS88,2,INITIAL AND LUCKY NUMBER,"88, GANG REFERENCE",N
19000,BLEWXU,1,FAVORITE HORSE,"BLEW BY YOU, SEXUAL",N
1576,ALTAHOL,3,ADDICTED TO SKIING AT ALTA,ALTA IS A SKI AREA IN UTAH. PULL FOR RESEMBLANCE TO ASSHOLE (a-hole),Y
8830,GR13 XW,2,table top baseball game (apba) ratings: gr13 means brade 13 (out of 13) x means strikeout rating,"13=GANG , NO 2013 CAR",N
10452,TRBLE13,2,NICKNAME,"13=GANG NUMBER, NO 2013 CAR",N
1461,FATNSLO,2,FAT AND SLOW,"FAT AND SLOW, COULD BE TAKEN AS TALKING ABOUT OBESED PEOPLE OR AS A SEXUAL REFERENCE",N
12865,MAJORJ,7d,MY FAMILY NICKNAME,COULD BE MAJOR JOINT,N
18011,88 MYLES,2,movie quote,88 HATE SYMBOL,N
3595,HYPNO D,1,IM A HYPNOTIST. MY NAME IS DEBI.,"HYPNOTIQ D , COULD BE A SEXUAL REFERENCE OR REFERE TO CUSTOMER FIRST INITIAL",N
14663,KUCM B,3,KANSAS UNIVERSITY COLLEGE MENS BASKETBALL,B=BITCH,N
14188,THOMASG,2,LONGTIME FATHER NICKNAME,"G, GANG REFERENCE",N
8220,HB KOOK,2,CHILDHOOD NICKNAME,KOOK-GOOK? RACIAL SLUR,Y
401,415GABE,7,IT’S THE DATE I MET MY WIFE,CA AREA CODE,N
19527,KILI ME,2,MY SONS NICKNAME AND ME FOR WELL ME. HIS MOM,KILL ME?,N
7508,QE PEDO,2,MEANS: WHATS UP? OR WHATS GOING ON?,FART,N
16487,DRUM2O9,2,HUSBAND,209 = AREA CODE,N
19816,FPACEN,3,VEHICLE MODEL,FUCK PACING (No Jaguar on Record),N
1454,$UF911,2,NO MICRO,911 LOOKS LIKE LOVE YOU FUCK 911 9/11,N
16681,TMEATK8,2,TIME ATTACK RACING SERIES THE CAR IS A  MITSUBISHI LANCER EVOLUTION 8 MR.,"ATTACK, HOSTILE",N
22914,BJ$GEO,1,WIFE LOVES HUSBAND,PULLED FOR BJ,Y
12067,42697,6,ANNIVERSARY DATE,ALL DIGITS,N
18872,DCV8888,2,DAVID C. VELORIA,88 = HATE NUMBER,N
22709,DRVEN 69,1,DRIVEN 1969 - FOR A 1969 CAMARO THAT IS AN EVERYDAY DRIVER,"69, SEXUAL REFERENCE",Y
11310,6BLADES/,D,NAME OF SMALL BIZ/MARTIAL ARTS ACADEMY,"POTENTIALLY VIOLENT, WEAPON",Y
4398,TUNA4LF,1,NO MICRO,TUNA,N
11848,LJ 13,2,MY SONS INITIALS AND BIRTH YEAR,13=GANG NUMBER,N
14195,22A3DIW,3,COORDINATE POSITION DEAD IN WATER,WIDE ASS BACKWARDS,N
18719,GREEKAF,3,IM GREEK AND MY MAIDEN FAMILY NAME IS ALAVIZOS. GREEK ALAVIZOS FAMILY,AF = AS FUCK,N
20969,CRASHO1,2,ONLY BECAUSE I HAD A SMALL ACCIDENT,CRASH,Y
9340,DABSTER,7,"PLURAL DEFINITION OF DABSTER, CHIEFLY DIALECTAL: ONE THAT ESPECIALLY SKILLED:EXPERT",DABS- THC WAX,N
23296,8MYBAIT,2,I AM A FISHERMAN. IT MEANS THE FISH ATE MY BAIT.,ATE MY BAIT,N
1970,HELCKAT,3,NAME OF MY CAR DODGE CHARGER HELLCAT,HELLCAT NO DODGE ON RECORD,N
21070,BLUEFUN,2,HAVING FUN IN MY BLUE CAR,BLUE=GANG COLOR,Y
6014,JTANG88,7,"MY NAME, GOOD FORTUNE",88-HITLER RELATED,N
12498,BLQXTC,,BLACK ECSTASY,ECSTASY IS A DRUG REFERENCE,N
18720,HTRD MBZ,2,HOT ROD MERCEDES,HRTD = HATRED?,N
20760,BAWSY,2,"BOSSY BUT SPELLED WITH A W. ORDERING PEOPLE AROUND, AUTHORITATIVE, DOMINEERING",BALLSY,N
3205,5O8BURD,2,NO MICRO,CA AREA CODE,N
20490,88XJ4X4,2,DADS CALL SIGN,"88, GANG REFERENCE",N
14929,15O3XXX,1,7PYA427,PULLED FOR XXX,N
21438,2O9TACO,2,"IT IS MY AREA CODE AND THE NAME OF MY TRUCK, ITS A TACOMA.",AREA CODE,N
8475,AMA88,7,MY INTIALS YEAR OF AUTO,88-HITLER RELATED. DOES HAVE A 88 VW,Y
22406,SUPTACO,1,"I RECENTLY PURCHASED A TOYOTA TACOMA, FOR MY STAND-UP PADDLE BOARDING HOBBY, KNOWN AS SUP. SO THE TRUCK IS A SUPTACO. TY.",SUPER TACO,N
6912,JEEP888,2,JEEP 888,888 COULD BE MISTAKEN FOR 88 HITLER REFERENCE,Y
9746,CHUY31O,7,MY NICKNAME AND MY AREA CODE,310 GARDENA AREA CODE,N
6724,ZMBYSLR,2,ZOMBIE SLAYER - FUN PLATE FOR MY 4X4,SLAYER=KILLER (OF ZOMBIES) ZMBSLYR is out,N
23407,DUBC8O8,7D,NICKNAME IN COLLEGE WAS DUBC; MY NAME IS CORY CHENG = DUBC; LOVE HAWAII = HAWAIIS AREA CODE IS 808,DUB CAN HAVE A DRUG CONNOTATION,N
3867,FTIV88,2,"FIRST/LAST NAME, BIRTH YEAR",88 HITLER REFERENCE,N
9246,HARPOON,2,IT IS MY FAVORITE COMPANY,HARPOON,N
8277,FUGGDUB,3,FINALLY UNDERSTANDING GODS GRACE AND DEVOTION UNDER BROTHERHOOD,FUCK..FUGG,N
9878,ASALA1,2,COMPANY NAME,Armenian Secret Army for the Liberation of Armenia,Y
12940,1FNSS,1,ONE FUN SS (CAMARO),COULD BE ONE FINE ASS,N
7460,SLANG X,2,"SLANG IS A SOFTWARE TRANSLATION PRODUCT OF SLANG TECH INC (MY COMPANY), X FOR UNIQUENESS / EXPERIMENTAL",SLANGING ECSTACY,N
21861,EUCK YEA,3,"BUICK YEAH DAD HAD A BUICK THAT WE ALL CALLED THE EUCK. DAD HATED IT, BUT WE KIDS THOUGHT IT WAS A GRAND GAME. THE PLATE IS GOING ON A CLASSIC 1976 BUICK THAT I AM RESTORING",FUCK YEAH,N
19470,ASSALT,2,JOB DESCRIPTION ASSAULTMAN,"ASSAULT, HOSTILE",N
13896,TNH8Z8,,INITIALS AND LUCKY NUMBERS,HATE,N
5521,HALOS 14,2,ANGELS BASEBALL TEAM AND MY FAVORITE NUMBER,"14=HATE SYMBOL, NO 2014 CAR",N
16555,UMADPSY,2,THE WIFE HAS A PSYCH MAJOR AND SHES ALWAYS MAD.,YOU MAD PUSSY,N
10966,HUMMA  U,1,HUMMERYOU,"HUMMER YOU, SEXUAL CONNOTATIONS… NO HUMMER ON ANI",N
2023,OLAF 13,7,OLAF IS THE NAME OF A DISNEY CHARACTER THAT CAME OUT IN 2013,13-GANG NUMBER. NO 2013 CAR,N
15327,BLKBASS,2,I FISH COMPETITIVELY COMPETITIVELY AND BLACK BASS IS MY TARGET SPECIES,COULD BE OFFENSIVE,N
191,13 N144E,4,COORDINATES OF MY BIRTHPLACE (GUAM),13 GANG REFERENCE,N
13905,VAGMGNT,,I AM A MANAGER AT VAGABOND MANAGEMENT COMPANY,VAG VAGINA MANAGEMENT,N
11771,GER18,2,GER IS SHORT FOR ROGER MY NAME AND 18 IS  MY BIRTHDAY,"18, GANG REFERENCE",N
18120,PEARLE B,,IT IS MY NAME,PEARLE B CUSTOMER NAME,N
19572,13R3P,2,MY JOB TITLE WHILE I WAS IN THE MILITARY.,13 GANG NUMBER,N
22162,BAZUKA,2,NICK NAME,WEAPON,N
176,MOCHOMO,2,ANT SPECIES,MEXICAN DRUG LORD THE DESSERT ANT,N
14652,FRANK88,2,MY NAME,88=HATE SYMBOL,N
1659,XXXIIMM,1,MY DEGREE IN MASONRY (32 DEGREE MASTER MASON),XXX=PORN,N
14340,JIMMY8 8,2,MY NAME AND YEAR OF MFG,88 = HATE NUMBER,N
19524,INNER G,2,ENERGI,INNER G (INNER GANGSTER),Y
8175,BDAZZRG,2,BAD ASS ROAD GLIDE,BAD ASS RIG,N
5804,HABICHT,3,"FAMILY NAME, MEANS HAWK IN GERMAN",HA BITCH,N
23039,BOM K9,2,BOMB CANINE (WORKING DOG),"BOMB, WEAPON REFERENCE",N
21061,I$ PUJA,1,NAME,PUTA=WHORE,N
22095,FELAN13,2,LAST NAME AND LUCKY NUMBER,"13, GANG REFERENCE",N
21973,SNOBL14,2,SNOWBALL 2014,"14, GANG REFERENCE",N
16653,LNCHBX,1,LUNCH BOX,"BOX, SEXUAL REFERENCE",N
934,H8CEMNT,2,JEEP LIKES TRAILS AND DIRT,HATE,N
10764,ZED DED,2,NO MICRO AVAILABLE,DEAD,N
21098,SMKN O9,7D,MY MUSTANG,PULLED FOR SMOKIN (Cant pull record),N
11,EGGPUTT,2,NO MICRO AVAILABLE,SLANG FOR FAT GUY PER URBAN DICTIONARY,Y
23314,AK47 2A,2,SECOND AMENDMENT RIGHT,AK 47 GUN,N
766,R HMFIC,3,OUR HOME FINANCE COMPANY,HMFIC-HEAD MOTHER FUCKER IN CHARGE,N
23046,ABBADSS,3,HUSBANDS MIDDLE NAME (ABBAD) AND SS FOR  THE CAR. CHEVY SS,BAD ASS,N
21806,S4MOKEU,d7,THIS PLATE REPRESENTS AN AUTOMOTIVE CLUB IN LOS ANGELES FOR EUROPEAN CARS,SMOKE U,N
17360,52915,6,MARRIAGE DATE,ALL DIGITS,N
11288,LILSSHT,3,NICKNAME,LITTLE SHIT?,N
289,MAASSSV,1,"MASSIVE, ALSO THE INITIALS OF MY FAMILY AND CLOSE FRIENDS","MASSIVE, COULD HAVE SEXUAL CONNOTATIONS… HAS A 2 DOOR 2015 DODGE",N
15956,BDAS BB,3,BROADBAND ANALYTIC STACKS BOXER,BAD ASS BABY,N
14345,LJ BLUE,2,"LJ IS MY GITL FRIENDS NAME, BLUE IS HER FAVORITE COLOR",BLUE = GANG COLOR,Y
13299,BLUBZ,2,NICKNAME,"BLUE, GANG REFERENCE, ALSO BZ CAN BE SHORT FOR BEEZY WHICH IS ANOTHER WORD FOR BITCH",N
18854,SASSNU,2,SASSING YOU,"YOU, HOSTILE",N
5972,GR8/SHOT,D,NOT ON QUICKWEB,"GREAT SHOT, SHOOTING, VIOLENCE",Y
20488,8O5BOSS,2,BOSS,AREA CODE,N
22091,DP SELLS,1,FIRST AND LAST INITIALS ARE DP AND I SELL HOMES FOR A LIVING,"DP CAN STAND FOR DOUBLE PENETRATION, SEXUAL REFERENCE",N
4255,CV 88,,NAME INITIALS AND FAVORITE NUMBERS,88 HITLER REFERENCE,N
9938,CAMLSHS,1,CAMERON DELICIOUS,CAMELICIOUS OR CAMERON IS TASTY,N
15071,DDODDDO,,DUNGEONS DRAGON ONLINE; AND USER NAME,LOOKS LIKE ALL O,N
11299,MRDEVL*/,D,NICKNAME FOR MARINES IS DEVIL DOG,MR. DEVIL,Y
6460,EATSPLR,,THE LOVE OF FOOD AND TRAVEL TO THE TRAVERL WORLD EXPLORING AND EATING THE FOODS OF THE WORLD,EAT,N
15762,PC2545O,5,HONORABLY RETIRED PEACE OFFICER,PENAL CODE 25450 HAS TO DO WITH PEACE OFFICERS AND DEADLY WEAPONS,N
19517,HAY BONE,1,I HAUL HAY AND MY NICKNAME IS BONE. THE ONLY REASON PEOPLE KNOW MY REAL NAME IS BECAUSE OF FACEBOOK MAKING ME USE MY REAL NAME,BONE=SEX,N
1932,OG EM1,,ORIGINAL HONDA CIVIC SI,OG ORIGINAL GANGSTER,N
21793,MVN BRDS,D7,THUNDERBIRD CAR,FLIPPIN BIRDS ANOTHER NAME FOR SELLING DRUGS (87 Ford and 06 Cadi on ANI),N
20544,HELLCUB,3,FOR MY HELLCUB CHARGER,PULLED FOR HELL (2015 dodge on record),Y
9259,R8ER 8O5,7,FAVORITE TEAM,CA AREA CODE,N
13260,5OMYGOD,4,5.0 MUSTANG,"(5.OH MY GOD!)HAS A 2016 FORD CP, OK?",N
21221,HOPINHO,2,MY GIRLFRIEND IS ASIAN HER NAME IS ANNIE HO. SOMETIMES I GIVE HER A RIDE TO AND FROM WORK.,HOP IN HOE,N
10265,IDRG 559,2,NO MICRO AVAILABLE,559 AREA CODE,N
9899,PURPL I3,2,COLOR AND MODEL OF CAR,LOOKS LIKE PURPLE 13,N
13602,PORKYS,,ITS THE NAME OF MY PIZZA RESTAURANTS,PORKYS SEXUAL REFERENCE,N
10916,5O KLBR,7,50 CALIBER,50 CALIBAR-GUNS,N
10627,#54H8TN,7,HIGH FIVE FOR HATING,HATING,N
15390,RAMMED,1,RAM 1500 OWNER,COULD HAVE SEXUAL CONNOTATION,N
8,DAVES88,2,DAVES 1988 TOYOTA,88 HITLER REFRENCE,N
16605,KISSTHZ,2,kiss love,KISS THESE,N
2699,GNTS 415,2,GNTS IS FOR THE SAN FRANCISCO GIANTS AND THE 415 IS THE AREA CODE IN SAN FRANCISCO,CA AREA CODE,N
7359,FYYFF,3,no quickweb,"FUCK YOU, YOU FUCKING FUCK",N
8097,M3KILRR,7,THIS SPECIFIC PLATE FOR MERCEDES C63 TO COMPETE WITH MBW M3,M3 KILLER,N
6116,H8URGTZ,7,HATE YOUR GUTS IS A LINE FROM THE SIMPSONS TV SHOPW AND A TAGLINE OF MY HUSBANDS. SARCASTIC HUMOR.,HATE YOUR GUTS,N
16632,CIAOCHP,5,HELLO CALIF HIGHWAY PATROL,"CHP, POLICE REFERENCE",N
21375,OG TI LI,2,GTI IS MY CARS MODEL LI IS MY LAST NAME,"OG, GANG REFERENCE",N
22501,NURZ PE,2,NURSE PAMELA EVANS,NURSE PE CUSTOMER INITALS PE,Y
5239,HELRO CK,2,MY CHILDHOOD NICKNAME,HELL AND CK LOOKS LIKE CRIP KILLER,N
3719,AUTOBUT,1,AUTOBUTS IS FROM THE SERIES CARTOON AND MOVIES OF THE TRANSFORMERS WHO FIGHTS FOR THE GOOD OF THE ONE RACE AGAINST THE DECEPTICONS,pulled for butt. Someone already has AUTOBOT,N
8668,NUCULAR,2,NUCULAR,NUCLEAR,N
6017,RED LGND,7,IT IS A RED CORVETTE,RED-GANG COLOR,Y
2025,SUBAPOO,3,ITS A SUBARU,POO-SHIT,N
13759,6191LUV,2,"SAN DIEGO , ONE LOVE",AREA CODE,N
2466,DWAAAMN,2,A TECH N9NE SONG,DAMN,N
12115,KONAKAT,1,KONA HAWAII IS MY FAVORITE PLACE AND KAT IS MY NICKNAME,"KAT, SEXUAL",Y
11005,2BAD4YU,2,I OWN IT,BECAUSE OF YOU,Y
21137,OLBITTY,,OLD BITTY (OLD LADY),OL BITTY,N
9034,INYOMOF,7,IN YOUR MOUTH (PEOPLE ARE ALWAYS TALKING ABOUT YOU),IN YOUR MOUTH…SEXUAL?,N
2867,FUL TARD,2,FULL TARD IS THE NAME OF MY CUSTOMIZED S10 BLAZER,full retard,N
19921,FLEXONU,2,FLEX FUEL REFERENCE,COULD BE CONSIDERED A HOSTILE STATEMENT,N
20898,TYM2ROL,,TIME TO ROLL,TIME TO ROLL,Y
6702,JMAX22L,2,FIRST LETTER FOR MY NAME JOHN MAX FOR MY MIDDLE NAME 22 MY FAVORITE NUMBER AND L FOR MY LAST NAME,22 CAN REFER TO A GUN,Y
20175,DIP N IT,1,HYDRO DIPPING BUSINESS. JUST A NOTE BUT THERE IS SUPPOSED TO BE A SPACE BETWEEN THE PANDN ALSO.. DIP N IT,DIP IN IT,N
18632,9BLKCAT,,9 GRANDCHILDREN JAGUAR CAR,CAT,Y
13376,O8STAR8,2,DAUGTHER NAME IN MEMORY,"88, GANG REFERENCE",Y
17898,88AMVP,2,lucky ace most valuable person,"88=hate symbol, no 1988 car on ani",N
15678,CINDORK,2,CHILDHOOD NICKNAME,"DORK, SOME MAY FIND OFFENSIVE",Y
6963,MDICKEV,1,MEDIC KEVIN,DICK,N
13533,8O5BUMN,2,(805) AREA CODE IN SANTA BARBARA (BUMN) BEING A BUM ON THE BEACH,805 = AREA CODE,N
14390,WOODYRU,1,SUBARU WAGON WITH WOOD SIDNG,PULLED FOR WOODY,N
12874,NEDAM,3,WONT GIVE IN RUSSIAN,"DAM, CURSE WORD",Y
18334,LILGS69,1 OR 2,LIL GIOVANNIS 1969 SKYLARK,69 IS A SEXUAL REFERENCE AND THE G IS A GANG REFERENCE,N
19768,BUZZ843,D7,"2008 DODGE SUPER BEE, CAR 0843 OF 1000",BUZZED,Y
15544,M2BZ4BS,3,I AM TOO BUSY FOR BULL SHIZZLE,STANDS FOR I AM TOO BUSY FOR BULL SHIT,N
11298,*BZ/HUN*,D,BRANDONS HUNNY,"BZ IS LIKE BEEZY, TERM FOR BITCH",N
20005,XYXKXKX,6,DESIGN,ALL THE LETTERS LOOK THE SAME,N
21047,1MEENBE,3,ONE MEAN BEE,ONE MEAN BITCH,N
321,WHITT13,2,WHITT IS LAST NAME  13 IS YEAR MARRIED,13=GANG NUMBER NO 2013 CAR ON ANI,N
13817,GFY BRO,,"GOOD FOR YOU, BRO",GO FUCK YOURSELF,N
23409,GONNER,2,GONNERS CAR CLUB MEMBER,"A GONER=SOMETHING OR SOMEONE THAT IS DEAD, DOOMED RUINED OR PAST RECOVERY",N
2839,OFP AF,3,MIL ACRONYMS MEANING ONE FUNNY PAPA AND AREA 51. A FUNNY PERSON AND SOMEONE WORKING IN THE INTEL FIELD,AF COULD MEAN AIR FORCE(GOING ON VET PLATE) OR COULD MEAN AS FUCK,N
12989,URIT13,2,YOU ARE IT 13,"13, GANG REFERENCE",N
7886,BAHERO,1,be a hero to animals,"seems like pajero Spanish word means tosser, wanker, liar, masterbator this came up when I googled bajero (pet plate)",Y
3290,28GSV88,2,IMPORTANT DATE.,"88=HATE SYMBOL, NO 88 CAR ON ANI. 28 IS BIRTHDATE AND 1988 IS YEAR",N
10520,DANCE13,7,owner of a dance studio called studio 13 dance,13-GANG NUMBER. NO 2013 CAR,N
7959,REDNNUG,7,"RED AND NUGGET, NICKNAME FOR KIDS",RED GANG COLOR,N
11284,OH GIZZ,1,ARMY UNIT/NAME,GIZZ CAN HAVE SEXUAL CONNOTATION,N
20510,GOOBLUU,2,GO BLUE IS A COMMON EXPRESSION OF SUPPORT FOR UNIV. OF MICHIGAN,"BLUE, GANG REFERENCE",Y
2479,RED1965,2,NO MICRO AVAILABLE,RED,Y
