index,plate,review_reason_code,customer_meaning,reviewer_comments,status
15015,OGBLOND,,IM AN OG AND IM BLONDE....,OG ORIGINAL GANGSTER,N
15220,CHNKYSS,3,NICKNAME,CHUNKY ASS,N
6845,DF3NS,7,DELTA FORCE 3 NIGHT SQUAD,DFENS IS CURRENT I WOULD PULL BUT IS MEANING?,N
11309,6D9*AMX/,1,1969 AMERICAN MOTORS EXPERIMENTAL,69 IS A SEXUAL TERM,Y
12464,1IDGAF,,NOTHING,IDGAF STANDS FOR I DON’T GIVE A FUCK,N
22836,GO BLUE6,2,GO BLUE IS A CHEER FOR THE UNIVERSITY OF MICHIGAN. 6 IS THE ONLY VERSION OF GO BLUE THAT WASNT ALREADY TAKEN.,"BLUE, GANG REFERENCE",Y
8789,14MNM14,7,IT REPRESENTS MY WEDDING DATE AND MY WIFE AND MY FIRST INTIALS,14-HITLER RELATED,N
7327,RED RCKR,2,I AM A SAMMY HAGAR THE RED ROCKER FAN,RED,Y
13787,BACK TFO,,WE ARE BORN AND RAISE IN OAKLAND. THIS PLATE MEANS BACK TO FRIENDLY OAKLAND.,BACK THE FUCK OFF,N
17237,RBETO 71,1,MY NAME,BETO COULD HAVE SEXUAL CONNOTATION,Y
9471,8O5LID3,7,NO MICRO,8O5 SANTA PAULA AREA CODE,N
1663,13LMG7,2,LUCKY NUMBERS AND MY FULL INITIALS,"13=gang number, no 2013 car",N
19926,GMAN24,2,GINO MANZARES 24. RACES SPEEDWAY PROFESSIONALLY AND HIS NUMBER IS 24,"G, GANG REFERENCE",N
21513,ROSIE B,3,NICKNAME,STAND ALONE B,N
10005,REDBAIR,2,"WIFE HAS RED HAIR, AND LAST NAME (BAIER)",RED=GANG COLOR,Y
14483,BISON13,2,NO MEANING,"13, GANG REFERENCE",N
14208,OG9ER,2,ORLANDO GRANT 49ER,"OG, GANG REFERENCE",N
1041,SMOBBIN,2,WORKING EFFICIENTLY,MOBBIN,N
9627,TARIK14,7,PERSON NAME,14-HITLER,N
7901,JTOFFDZ,1,it’s a fraze without the nuts in there. this is pretty popular now,DEEZ NUTS,N
14711,O DEE,7D,LAST NAME INITIALS,"LAST NAME IS ODONNELL, OD=OVERDOSE",N
3388,KRAZZY 1,2,CHILD HOOD NICK NAME,CRAZY ONE,Y
18897,MNKYSRK,1,NO MEANING ON REG 17,PULLED FOR MONKEY,N
1372,SCA 88,2,MY AUTO SHOP NAME IN SHORT FORM. SAN CARLOS AUTO PERFORMANCE,88-HITLER,N
2397,ZUKI8O5,2,SUZUKI,CUSTOMERS AREA CODE,N
6784,DSEL BOX,1,NO MICRO,BOX CAN BE SLANG FOR VAGINA. HE HAS A 2015 MERCEDES DOESNT LOOK BOS SHAPED,N
8705,2KL ZOMB,2,TO KLYDE LOVE ZOOMBA,2 KILL ZOMBIE,N
311,ROTH415,2,LAST NAME AND AREA CODE,415=SAN FRANCISCO AREA CODE,N
6141,HEAD PMP,1,"HEAD PUMPERS, ON THE WATER REMOVAL SERVICE",PMP-PIMP?,N
7157,39CHP24,5,NO MICRO,CHP,N
6776,BIGBLEW,1 OR 2,BIG BLUE BIKE,SEXUAL OR GANG,N
5511,DMIGAWD,4,DEMI GOD,"GAWD, this spelling seems disrespectful. OHGAWD is unacceptable but a few others have old records",Y
15729,BLDZ BLU,2,BLEEDS BLUE (L.A. DODGERS FAN),pulled for bloods and blue BLDSBLU & BLDBLUE are unacceptable,N
7280,SD619RT,2,"SAN DIEGO, AREA CODE 619, DODGE CHARGER R/T",619 AREA CODE,N
4970,OCOS 18,2,OLD COOTS ON SCOOTS 18,18 HITLER REFERENCE,N
18228,14CMC,2,COREY MICHAEL CLAYTON,14 = GANG NUMBER,N
1229,HTDAB,2,THE ABREVIATION OF U2S 11TH STUDIO ALBUM. HOW TO DISMANTLE AN ATOMIC BOMB MY CAR IS 2004 AND THE ALBUM CAME OUT IN 2015,HOW TO DISMANTLE A ATOMIC BOMB. ALSO DAB IS DRUGS.,N
848,ASYCFUC,3,HOSPITAL TERM,A SICK FUCK,N
3787,$KRAM18,2,KRISTEN RAMOS 18,18=HATE SYMBOL,N
8501,RAMNYOU,1,INSIDE JOKE BETWEEN CLOSE FRIENDS INVOLVING MY RAM TRUCK,SEXUAL RAM IN YOU,N
16957,FTWRLD,3,OLD SAYING,FUCK THE WORLD,N
8631,OU81TOO,1,IT MEANS LUNCH,OH YOU ATE ONE TO-VAN HALEN SONG……ATE WHAT?,N
21491,PHAST88,2,FAST,"88, GANG REFERENCE",N
9111,MOB,7,VEHICLE NICKNAME,MEMBERS OF BLOOD,N
494,VR38 510,2,THIS IS AN NISSAN ENGINE SIZE DESIGNATION.,510 AREA CODE,Y
9151,KUMAG 82,2,CHILDHOOD NICKNAME AND YEAR OF MY BIRTH,KUMAG=RETARDED IN TAGALOG,N
3369,ALICE 14,2,ALICE IS THE NAME I CHOSE FOR MY CAR AND 14 IS FOR THE YEAR I BOUGHT THE CAR,14 GANG REFERENCE,N
9694,MBJ,1,MY NAME,BJ=BLOW JOB (NAME IS MOHAMMED ALMUHANNADI),N
1374,SF415K5,2,SAN FRANCISCO 415 AREA CODE. K5 BLAZER TRUCK,415-CA AREA CODE,N
19521,H82B OLD,2,HATE TO BE OLD,HATE,N
1424,415 SS,2,HORSE POWER AND MODEL TYPE,CA AREA CODE,N
22697,CARDVIE,1,CAR OF LIFE,"CARD V OR V CARD, COULD BE MAKING A SEXUAL REFERENCE TO VIRGINITY",Y
4338,RCH K88,2,"MY WIFE, MY SON AND MY AMERICAN NAMES FIRST INITIAL.","88=hate symbol, no 1988 car",N
4754,FKNSPLD,3,FULL FIGURED KNOCK OUT N SPOILED,FUCKIN SPOILED,N
15118,GUNDLR,2,I AM A STATE AND FEDERALLY LICENSED  FIREARMS DEALER,WEAPON REFERENCE,N
3319,U S BLUZ,2,A GRATEFUL DEAD SONG,pulled for blue (gang color) but it is a Grateful Dead song,Y
12791,AMGLG,2,AMG VEHICLE FOR LUPE AND GABRIEL,"G, GANG REFERENCE",Y
11789,PURPONE,D,"PURPLE ONE FOR THE MUSIC ARTIST PRINCE,  REFERS TO HIS SONG PURPLE RAIN",PURP IS A SLANG WORD FOR A TYPE OF MARIJUANA,N
22227,JABRON1,2,FAVORITE HOCKEY PLAYER AND NUMBER,JABRONE INSULTING,N
20146,13ATMAN,7B,BATMAN,SUBSTITUTED 13 FOR B IN BATMAN..,N
23308,DMBRADY,3,NAME,DAMN BRADY,N
19465,7OTIME7,2,IN THE BIBLE PETER ASKED JESUS HOW MANY TIMES ARE YOU SUPPOSE TO FORGIVE AND JESUS ANSWERED 70 TIMES 7,707 = AREA CODE,Y
463,SMOKMUP,D,NO MICRO,BURN RUBBER OR LIGHT UP A JOINT,N
14570,TRAPPO2,2,FAMILY NAME,"TRAP, GANG REFERENCE",N
5045,SKITBAG,1,COMPANY OWNED,"SKIT=SLANG FOR CUM, BAG=CONDOM. SO SKITBAG SIMILAR TO SCUMBAG, USED CONDOM",N
6862,F CANCR,3,I AM A CANCER SURVIVOR=FIGHT CANCER,F-FUCK,N
7384,BTL#NFA,3,built to last not fade away,"bout that life, no fucking around",N
6550,TKDK619,7,TOKI DOKI 619,CUSTOMERS SAN DIEGO AREA CODE,N
6764,ICATSIT,1,I AM A PET SITTER,NO CAT CAR,N
9831,M$M 13,2,NO MICRO AVAILABLE,13 GANG REFERENCE,N
1090,FA 88M,2,FA = FIELD ARTILLERY 88M = MOTOR TRANSPORT OPERATOR,88 HITLER REFERENCE,N
15586,SG8XO13,2,"SG- LAST NAMES INITIAL, 8-INFINITY SIGN, XO- HUGS&KISSES, 13-FAVORITE NUMBER","13, GANG REFERENCE",N
20329,CORNHO1,3,NICKNAME,CORNHOLE IS A VULGAR TERM FOR A PERSONS BUTTHOLE OR IS A WORD TO DESCRIBE TO THE ACT OF ANAL SEX,N
5395,RED XX,8,COLOR MODEL LAST NAME/CROSS LAST NAME,GANG COLOR,Y
7011,PURPLES,2,FOR PURPLE CAR,PURPLES AS GRAPES AS IN MARIJUANA,N
13495,MOCH G,2,chocolate mocha,"g=gangster, customer is George Gumataotao",N
7332,V8 SLAYR,2,MY CAR IS FASTER THEN A V8 CAR,SLAYER,N
11399,FEEBASE,D,FEE- BASE FINANCIAL PLANNER,DRUG,Y
21614,BWILYOU,3,BABY WILL YOU,BITCH WILL YOU,N
71,OVOGANG,7,AN ATRISTS MOTO. HE REFERS TO HIS FANS AS GANG MEANING FAMILY,GANG,N
7582,FTP E39,3,GRANDMOTHERS INITIALS FOLLOWED BY THE MODEL OF THE VEHICLE,FUCK THE POLICE,N
7769,MEATGZR,1,I INSPECT BEEF FOR A LIVING,MEAT GAZER? GEEZER?,N
14729,RBY BTY,1,RUBY BEAUTY,BOOTY,N
12092,BAGOPOO,3,NICKNAME,"POO, REPULSIVE",N
16370,DMB LVR,2,DAVE MATTHEWS BAND LOVER (FAN),DUMB LOVER,N
22764,NVTHE V,1,BEING ENVIOUS OF THE CAR,THE V COULD STAND FOR VAGINA,N
12475,7O7CUDA,,MY CAR IS A CUDA CONVERSION AND I AM IN  THE 707 AREA CODE,"AREA CODE, GANG REFERENCE",N
7415,KITTY28,1,NO MICRO,KITTY SLANG FOR VAGINA. NO CAT CAR,N
3195,BB18&GY,2,MY INITIAL AND LUCKY NUMBER,18-HITLER,N
173,KAT KOCH,1,NAME OF A PERSON NAME = KAT (KATHARINA) LAST NAME = KOCH,CAT COACH,N
21683,DINKEY,1,SMALL CAR,"CAN BE REFERENCE FOR SMALL PENIS DINKY current since 97. (Has 07 BMW, 12 chevy, 13 Honda)",Y
23044,ZRO FKX,3,ZERO FAKES,"ZERO FUCKS, PROFANITY",N
3429,DROPN E,D,DROPPING ELECTRICITY GOING ON A TESLA,TAKING ECSTASY,N
18560,KY GIRL,,I AM A KENTUCKY NATIVE,KY JELLY,Y
13006,ANA CRYM,2,ANAHEIM THE CITY I WAS RAISED AND WHERE I ENLISTED OUT OF TO JOIN THE MARINE CORPS,ANA CRIME,N
1987,PHAMAS5,3,THIS PLATE IS FOR MY DAUGHTER KATHY PHAM SO PAHM IS MY LAST NAME AND AS5 STANDS FOR MY AUDI S5.,AS5-ASS> NO AUDI ON RECORD,N
21799,PRDATRX,1,PREDATOR X,TRX LOOKS LIKE TRICKS,N
8179,CALI650,3,CALIFORNIA AREA CODE,650 AREA CODE,N
19240,TIEAX13,2,HOMAGE TO DARTH VADERS SHIP IN THE STAR WARS MOVIES.,"13, GANG REFERENCE",N
22759,MYDIXIE,1,IN MEMORY OF MY MOTHERS NAME DIXIE,SOUNDS SEXUAL TO ME,Y
14194,13VIPER,2,2013 DODGE VIPER,"13, GANG REFERENCE",Y
9133,BOM TACO,1,MY CATERING BUSINESS. BOMB TACOS,TACO=SLANG FOR VAGINA. ALSO BOMB IS RESTRICTED,N
2130,&MOEEZ,1,THE GREAT,"Moe easy, easy can have sexual connotations (For Muhammad)",Y
12649,PFFFFIT,3,NO MICRO,PFFF FUCK IT,N
7864,E3666 M3,2,bodystyle code of car,666,Y
19530,MAD TRIM,1,"CAR IS SUPER CLEAN LOOKING, AND TRIMMED OUT",SEXUAL CONNOTATIONS,N
21293,BBC2NE1,1,BRITTEN 21ST CENTURY NEW EDITION,"BBC CAN STAND FOR BIG BLACK COCK, BIG BLACK COCK TO ANYONE",N
22908,TWO SMKN,7D,TWO STROKE MOTORCYCLE ENGINE,TWO SMOKIN,N
14481,BENNNZO,7D,ITS FOR MY MERCEDES BENZ,"BENZO IS SHORT FOR BENZODIAZEPINE (XANAX, ADIVAN, ETC) DRUG REFERENCE",Y
20183,LNGXBCH,3,LONG BEACH,BCH CAN BE SHORT FOR BITCH,
6105,VICLITA,1,SMALL SPANISH STYLE BIKE,CLIT. COULDN’T FIND SPELLING,N
1677,GUSHLVA,1,PACIFIC CREST TRAIL NICKNAME,"gush has sexual connotations, gush lover",N
23342,IMAICOX,1,LAST NAMES,IM A COX,N
1566,14WAZZU,2,WAZZU IS THE NAME OF MY ALMA MATER. WASHINGTON STATE UNIVERSITY. ONE FOR WAZZU,14-HITLER,N
19612,FISHWST,1,FISH WEST,FISH,Y
11349,2*NUTZ/,2,ME AND MY FIANCE AKA TWO NUTS,"2 NUTS, MEN GENITIALS OR TOO CRAZY",N
1936,LAVYBLU,,OUR BUS NAME LAVENDER BLUE,BLUE,Y
14054,XY 818,2,"NAME OF ME AND MY BOYFRIEND, AND OUR SPECIAL DAY 818.",818 AREA CODE FOR LOS ANGELES,N
20118,LVMACHN,1,LOVE MACHINE,LOVE MACHINE HAS SEXUAL CONNOTATIONS,Y
8239,BLK FUEL,2,"black fuel, my creative outlet (I own blkfuel.com)",black,Y
14981,COCTEAU,,NAME OF VERY FAMOUS FRENCH ARTIST AND FILM MAKER,COC COCK,N
12964,83D415,2,THIS WAS THE NUMBER FOR MY DADS 1940 BUICK,"415, AREA CODE, GANG REFERENCE",N
13019,CKAUTO1,2,NAME,CK = CRIP KILLER,N
10894,SCOTT 14,7,NO MICRO,14-HITLER RELATED. DID ANI NO RECORD OF VEHICLES SO IF HE HAS A 2014 IT DOESNT SHOW UP,N
1983,OMGLMAO,3,OH MY GOD LAUGHING MY ARSE OFF,LMAO-LAUGHING MY ASS OFF,N
3289,13SMOKE,2,YEAR AND NAME OF VEHICLE,"13=GANG NUMBER, DOES HAVE A 2013 TRUCK",N
9750,FIGA,1,ITALIAN DIALECT SAYING,GOOD AND URBAN SAY IT MEANS CUNT/PUSSY,N
4230,FOR2OHP,,420 HORSE POWER MOTOR,420 AS IN MARIJUANA,N
1613,KIKE 67,2,MY NICKNAME AND BIRTH YEAR,KIKE=OFFENSIVE TERM FOR A JEWISH PERSON,N
19931,HAOLE86,2,ME AND MY CAR,HAOLE CAN BE A DEROGATORY TERM FOR A WHITE PERSON,N
1359,8BB88,2,3 BOYS IN 1988,88-HITLER,N
4233,JO6 D12,,MY GRANDDAUGHTER INITIAL AND BIRTH YEAR. MY GRANDSON INTIAL AND BIRTH YEAR.,LOOK  A LIKE,N
7834,AH SIIT,3,SEAT DOWN RELAX AND SHUT UP,AWE SHIT?,N
21647,RED KLK,2,RED KIMBERLY LILIANA KAMILA,"RED=GANG COLOR, Customers name is Bolivar F Erazo",Y
17895,KOOK2,2,HER NICKNAME IN CHINESE,"KOOK=ECCENTRIC, STRANGE, FOOLISH OR INSANE",Y
21778,HEMI D,1,HEMI DURANGO,D CUSTOMER NAME DOES NOT START WITH A D,Y
12691,TEAMKMA,3,THIS IS THE NAME OF MY SALES TEAM. KMA = KEEP MOMENTUM ALIVE.,KMA=KISS MY ASS,N
1159,NOIR BTY,2,BLACK BEAUTY,BLACK BETTY,N
7435,$8BALL,7,NO MICRO,SLANG FOR 8TH OF A OUNCE OF COCAINE,N
12907,SEEMONS,1,LAST NAME,"SOUNDS LIKE SEMEN, SEXUAL REFERENCE",N
2790,BLUR8VN,2,no micro,BLUE,Y
10371,BLUFURY,7,NAME OF MY TOW DOGS BLUE AND FURY,BLUE FURY….GANG FURY? CRIP FURY?,N
19130,2EAST LA,,TO EAST LOS ANGELES,EAT LA GANG REFRENCE,Y
9149,JZS4PLY,1,TO USE FOR FUN AND TO ENJOY,FOREPLAY,N
6929,6CC9,1,MY INITIALS ARE CC AND THE CAR IS A 69 CAMARO,69 SEXUAL REFERENCE,N
369,TRIGGA,2,MY NICK N AME OF TRIGONOMETRY,TRIGGER AS IN GUN,N
19713,MOISTNG,1,FORD MUSTANG,MOIST CAN BE A SEXUAL REFERENCE,N
3252,KNDY KAT,1,CANDY APPLE RED AUTO,"CAT=PUSSY, NO CAT CAR ON ANI",N
16006,POW PIG,5,POWDER (SNOW) PIG,"PIG, POLICE REFERENCE",N
6093,RED1# H5,7,NO MICRO,RED-GANG,Y
22373,DS2 5OH,5,5.0 LITER ENGINE,5 O AS IN COP OR AS IN MUSTANG (Cant see ANI),Y
18189,THE BK,,the butchers kitchen,BK BLOOD KILLER,N
4229,COMO TF,,COME ON MONDAY THINK FRIDAY,TF THE FUCK,N
21910,ST8 2HL,2,IT IS AN ODE TO MY FAVORITE SONG FROM MY FAVORITE BAND THE CLASH (1970S & EARLY 80S),STRAIGHT TO HELL,N
11538,MOMOFKU,3,"I AM A PARTNER IN A RESTAURANT GROUP  CALLED MOMOFUKU, OPENING SOON IN LOS  ANGELES",MOMO FUCK YOU,N
18460,1969JET,1,OWN A 1969 FORD MUSTANG COBRA JET MACH 1,"69, SEXUAL REFERENCE",Y
14264,OGMOSTR,2,ORANGE MONSTER,"OG, GANG REFERENCE",N
18377,BONIT1,1,MY GOD DAUGHTER,"LOOKS LIKE BONE IT, SEXUAL REFERENCE",Y
9870,PURE OG,,PURE OCEAN GIRL,OG ORIGINAL GANGSTER,N
16039,2Z7ZCZ9,6,"2 = REAR WHEEL DRIVE CAR, Z = Z28 (FIRST CAR), 7ZC = PART OF A COMMON PASSWORD I USE",CONFIGURATION,N
6844,BUFUNGU,3,BUFF UNLIMITED GURU:FOR MY JEEP OFF ROAD VEHICLE,BAFUNGA IS GO FUCK YOURSELF IN ITALIAN,N
17667,UNEEDAC,1,AC COMTROCTOR,"COULD BE YOU NEED A COCK, SEXUAL REFERENCE",Y
23208,EAT RC,1,ACRONYM-EFTHEMIOS ALEX TSIBOUKAS RESTAURANT CONCEPTS,EAT COULD BE CONSIDERED SEXUAL,N
21720,VSPOT,1,NO MEANING ON REG 17,COULD HAVE SEXUAL CONNOTATION,N
235,BAD MTF,3,CLASSIC CAR,"BAD MOTHERFUCKER, HAS A 57 CHEVY",N
22502,530 AREA,2,530 AREA CODE,530 AREA CODE,N
12970,OMG$EAT,1,ORMERE M GARCIA LOVES EDWARD A TREVINO,"EAT, SEXUAL TERM",Y
22071,13HP,2,THE PERSONS INITIALS (BHP) BUT THE B IS MADE UP OF 1 AND 3 BECAUSE HE WAS BORN ON THE 13TH,"13, GANG REFERENCE",N
77,UBRS 51O,7,UBER IS MY INTERNET LOG ON AND 510 IS THE MODEL OF MY CAR,510 CA AREA CODE,N
3070,HH CITY,2,HAMBURG CITY,HAIL HITLER HH,N
23083,6O MORTR,7,I WAS A 60MM MORTARMAN WHEN I WAS IN THE MARINE CORPS.,MORTAR= WEAPON,N
10085,STAB CBN,2,STAR BORN CHILDREN,STAB,N
14920,SSKILAH,2,ITS A INSIDER JOKE THAT ALL MY PALS KNOW ABOUT,PULLED FOR KILAH = KILLA,N
9420,RWOODIE,1,THE CAR THIS WILL GO ON IS A 1951 FORD WOODIE--THE PLATE MEANS OUR WOODIE,WOODY,N
13611,SNOMANN,,COLOR OF CAR,DRUG DEALER,Y
21019,OREO TT,1,NICK NAME,"TT=PENIS IN TAGALOG, NO AUDI HAS DODGE",N
4011,13 KANG,2,MY LAST NAME,13-GANG,N
10369,ANIL KUM,1,NAME,ANAL CUM,N
14018,FIJI HUM,1,FROM FIJI,"HUM=SEXUAL, NO HUMMER ON ANI",N
13239,M4 HUNTR,2,BMW M4 OWNER,"HAS A BMW, PULLED FOR HUNTER",N
1008,G BULLIT,7,THE MAN WHO GAVE US THIS CAR MADE IT WITH THE INTENSION OF RECERATING THE BULLITT,BULLIT? G-GANGSTA? DOES HAVE A 67 AND 69 FORD,N
13489,MSGTUTU,1,no meaning on reg 17,TUTU=SLANG FOR VAGINA (can also mean grandmother in Hawaiian),N
17065,URGFWET,1,EACH LETTER REPRESENTS THE FIRST INITIAL OF MY FAMILY MEMBERS,YOUR GIRLFRIEND WET,N
14761,DUBAGNT,7D,"IM A WARRIOR FAN, NICKNAME THE DUBS. IM  ALSO A REAL ESTATE AGENT.","DUB, DRUG REFERENCE",Y
1971,HELLISE,3,IT MEANS HELLO ELISE AND THERE WERENT ANY GOOD COMBINATIONS WITH ELISE/ ELISE IS WHAT I REALY WANTED.,HELL? 3ELLISE IS AVILIABLE SO WHY NOT GET IT?,Y
6548,6TTT88,2,BIRTHDAY AND INITIALS,88-HITLER. BIRTH YEAR CONFIRMED AS 1988,N
10580,SUBI 714,2,IT IS THE AREA CODE THAT I LIVE IN AND ALSO THE MAKE OF THE CAR THAT I DRIVE,714 AREA OCDE,N
19138,88 BUFFS,,"YEAR I GRADUATED FROM UNIVERSITY OF COLORADO, OUR FOOTBALL MASCOT NAME",88 HITLER REFERENCE,N
3690,WE NUTTS,1,no micro,"NUTTS , NUTT IS CUSTOMER LAST NAME",Y
1150,FWIW H8U,2,FINALLY WHAT I WANT HAPPENED 8 UNIVERSES,FOR WHAT ITS WORTH HATE YOU,N
22329,THIZZ R,2,DRIVE A GOLF R. THIS R!,THIZZ=ECSTACY,N
10036,18JG168,2,LUCKY NUMBER,18,N
12633,TNS WOOD,1,NO MICRO,PULLED FOR WOOD WHICH CAN MEAN ERECTION,N
10804,BAMF V8,3,INTIALS AND V8,BAD ASS MOTHER FUCKER,N
17791,PEWPEWS,2,STARWARS STORMTROOPER THEMED TOYOTA RAV4 SUV. THE SOUND STORMTROOPERS MAKE.,PEW PEW GUN SOUND,N
18948,BLK PIG,4,BLACK PIG DESIGNS - MY SECOND COMPANYS NAME,PIG=DEROGATORY SLANG FOR POLICE,N
15020,PISTOL G,,PISTOL PETE THE BASKET BALL PLAYER.,G AS IN GANGSTER,N
13549,PS13V56,2,PSALM 13 VERSES 5 AND 6,13 = GANG NUMBER,N
13578,FKNAMZN,,FRESHMAN KLASS AMAZING,FUCKING AMAZING,N
7119,MS HELL,3,MICHELLE,HELL. CUSTOMERS NAME IS MICHELLE,Y
14196,26281SV,6,CHILDRENS BIRTHDAY SV MEANING IS SILVA CHILDRENS LAST NAME,LOOK ALIKE,N
15376,ME N B,3,ME AND MY WIFE BRENDA,STAND ALONE B = BITCH?,N
1068,HEMPOWR,D,I WANT THIS PLATE FOR MY HEMI POWERED CUSTOM CADILLAC,HEMP  AS IN WEED HEMPOWER HEMP LIKE EMPOWER,N
6140,EFE D,3,IT IS A NAME,EF MEANS FUCK,N
3334,FIK DICH,3,FOR IM KIND I CHOSE TO BE KIND,MEANS FUCK YOU,N
18541,GRNDUP1,,GROUND UP 1,GRIND UP ONE WEED,Y
6371,XKR KAT,1,THIS CAR IS A JAGUAR XKR MODEL KAT INSTEAD OF CAT WHICH IN NOT AVAILABLE,KAT,Y
20790,KL FAN,2,HOLDERS NAME,KILL,N
162,2 BLUE IZ,2,TO BLUE EYES,BLUE,Y
6873,EMORY 18,2,EMORY UNIVERSITY CLASS OF 2018,18-HITLER,N
8732,BOO SP13,7,BORN ON HALLOWEEN,13-GANG,N
19329,14OPLUS,2,IT GOES FAST,"14, GANG REFERENCE",N
18849,IMAFARY,4,I BELONG TO A NONPROFIT AGENCY CALLED THE SUGAR PLUMP FAIRIES THAT RAISES MONEY FOR CHILDREN IN THE ARTS.,"FAIRY, LGBTQ REFERENCE",Y
243,BROK3 AF,3,"BROTHERK3 ARTIC FOX, ITS MY XBOX GAMERTAG AND USERNAME",BROKE AS FUCK,N
17451,3BLOWN4,1,THIS 1934 FORD HAS A BLOWN ENGINE,BLOWN CAN BE A SEXUAL REFERENCE,N
3689,HH6OF,2,no micro,HH HITLER REFERENCE,N
18261,JEFEZO6,2,BOSSES ZO6,PULLLED FOR JEFE,Y
19362,FKN LUPE,3,MY NAME,PULLED FOR FKN,N
11711,KITY KTY,1,kitty kitty/rival to Challenger,"KITTY=PUSSY, HAS A 2014 dodge (hellcat?)",N
17621,ZY88,2,ABBREVIATED FORM OF ME AND MY WIFES  NAME AND TWO DIGITAL,"88, GANG REFERENCE",N
7955,LILPYGS,7,MY LITTLE JULLIANNAS. MY PETS,PIGS CAN BE OFFENSIVE TO COPS,N
21622,EVOL 213,2,EVOLVING LOS ANGELES,"213 AREA CODE, LOS ANGELES",N
11485,W22OO75,6,CHASIS CODE,"LOOK ALIKE, TIN #",N
19096,RUN KAT,,KATHY IS A RUNNER,CAT,Y
23136,FOGG EM,2,DIESEL TRUCKS BLOW BLACK SMOKE,"SIMILAR TO FUCK EM, PROFANITY AND COULD BE HOSTILE",N
7449,GAY 69,1,ITS MY NAME AND THE VEHICLE IS A 1969,"GAY 69 SEXUAL REFERENCE. CUSTOMER LAST NAME IS GAY, LITERALLY.",N
2846,A BAD 5O,5,VEHICLE DISCRIPTION,50 can mean police; customer has a 2015 Ford coupe. Is probably a Mustang 5.0,Y
3298,RYDOVRU,2,NO MEANING ON QUICKWEB YET,RIDE OVER YOU,N
10895,VOCALMF,3,NO MICRO,MF-MOTHER FUCKER,N
5588,2DRK 4BS,3,TOO DARK FOR BACK SLIDING,TOO DARK FOR BULLSHIT,N
10080,PRPLTOP,3,PURPLE TOP,NICKNAME OF ECSTACY,N
21144,RUBIE 88,,RUBIE IS A MONIKER AND 88 IS THE YEAR I WAS BORN,88 HITLER REFERENCE,N
7859,BLACULA,2,favorite horror movie and name of my car,wikipedia says its an american blaxploitation film,Y
5056,1 CHAPO,D?,REPRESENT THE MEXICAN ROBIN HOOD,EL CHAPO=NICKNAME OF A MEXICAN DRUG LORD. JUAQUIN GUZMAN. MEANS SHORTY,N
4220,BB BTTM,1,NOT ON QUICKWEB YET,"bottom, can have s&m sexual connotations, also bottom=ass",N
19802,CHSNPOW,2,CHASING POWDER(FRESH SNOW),CHASE AND POWDER DRUGS,Y
10728,SKYE BLU,,NAME OF JEEPS COLOR,BLUE,Y
23462,666KIDD,2,MY CHILDHOOD NICKNAME IS KID. I WANTED TO MAKE A PERSONALIZED PLATE THAT SAID THE KID BUT IT WAS ALREADY TAKE WITH MANY OF THE COMBINATIONS I TRIED,666 MARK OF THE BEAST,Y
6161,NABA 14,4,DAUGHTERS NAME AND YEAR SHE WAS BORN,14-HITLER.,N
7611,DTFIND,1,IT STANDS FOR DRAMA TASK FORCE INDUSTRIES. WHICH IS MY OWN COMPANY I STARTED THIS YEAR,DTF=DOWN TO FUCK,N
893,CAT TAX,1,"I WANT A LICENSE PLATE WITH CAT ON IT, AND I FIGURED A CUSTOM PLATE CAUSES ME TO PAY MORE IN TAXES... SO I AM PAYING THE CAT TAX.",CAT TAX CAT SLANG FOR VAGINA,N
16434,PATS88,2,FAVORITE FOOTBALL TEAM AND BIRTH NUMBER,88 HITLER REFERENCE,N
21169,5MFASTZ,,THE TYPE OF CAR HE OWNS,MF LOOKS LIE MOTHER FUCKIN FAST,Y
19082,PHATTYJ,,NICKNAME,FATTY JOINT,N
7454,LUCIFUR,2,NICKNAME,THE DEVIL,Y
20738,MCMF,3,MARINE CORPS MARTIME FORCE,MC MOTHER FUCKER,N
12636,14 ROMO,2,NO MICRO,14 = HATE NUMBER,N
3782,TNT 73,2,NO MEANING ON QUICKWEB YET,TNT=DYNAMITE,N
13040,KRABS,2,MR KRABS FROM THE CARTOON SPONGEBOB SQUARE PANTS,CRABS COULD BE GANG REFERENCE,Y
21922,1SGTXM4,2,IM A SERGANT WITH AN M4,m4=gun,N
4308,29614II,6,LOVE,LOOKS LIKE AN EXEMPT 1 SUBSTITUED FOR I,N
27,PORKS15,5,NO MICRO AVAILABLE,PORKS PIG,N
16938,RDNKLMO,2,REDNECK LIMO,REDNECK LIMO,N
3203,IROCZ 88,2,NO MICRO,88-HITLER,N
13247,SMASHIT,1,MY COMPANY NAME IS : SMASH-IT SERVICES,COULD HAVE SEXUAL CONNOTATIONS. GOOGLE SEARCH SHOWED THAT IT APPEARS TO BE THE NAME OF CUSTOMERS TRASH DISPOSAL SERVICE,N
21969,OGSLK 59,2,ORIGINAL SLICK 1959 IMPALA,"OG, GANG REFERENCE",N
14919,SRMRCOP,5,SISTER MARCI,PULLED FOR COP,N
13998,AADAAMM,3,MY NAME,DAMN,N
22289,IM TACO,3,IM A TACO,TACO,N
17547,LOVEPS,3,LOVE PALM SPRINGS,"COULD BE LOVE PISS, OBSCENE",N
