index,valid,plate,customer_meaning,reviewer_comments,status,review_reason_code
8012,1,4LILBLU,FOR LITTLE BLUE,BLUE-GANG,Y,7
8549,0,CHPCA99,NO MICRO,CHP,N,7
20837,2,KO 42O,NICKNAME AND ANNIVERSARY,KNOCK OUT 420=MARIJUANA,N,d7
208,2,GTSGTFO,GLOBAL TECHNOLOGY SOLUTIONS GROUP FINANCE OFFICER,GTS=GO TO SLEEP(?) GTFO=GET THE FUCK  OUT,N,3
18016,2,NVTANK,NISSAN NV 3500 VAN AKA THE TANK,NV(CAR MODEL) TANK(NICKNAME),N,7D
12483,1,IHORSI,HORSIES(AFFECTIONATE PLURAL OF HORSES),SIMILAR TO I LOVE WHORES,Y,
19144,3,LVE TOY,A LOVIE TOYOTA,LOVE TOY,N,
13402,1,ULOVGAS,YOU LOVE GAS,"U CALLING SOMEONE OUT IN A WAY, COULD BE OFFENSIVE",N,2
19297,1,HPARMRY,HIS PLACE ARMORY,"ARMORY, WEAPON REFERENCE",N,2
3489,0,IZZY 13,NO MICRO,13-GANG,N,2
5070,3,SPARK ME,SPARK ME,SPARK=DRUGS?,N,D
4682,0,OG SRT8,OWNER NAME AND CARS TYPE,ORIGINAL GANGSTER SHOO,N,2
2752,2,FVCKYOV,MY GRANDMOTHERS INTIALS,FUCK YOU,N,3
8273,0,APHTARD,MY INTERNET NAME/HANDLE IS APHTARD,TARD? APHTARD COMES UP ON GOOGLE BUT EVERYTHING IS ABBREVIATED WITH NO DIFINITIVE MEANING,N,2
203,1,AHHBLUE,AHH BLUE(NICKNAME),BLUE,Y,4
3391,1,MCHE BMB,MICHELLE IS THE BOMB,BOMB,N,2
21134,0,NIKKI 18,NIKKI IS MY FAVORITE SONG AND 18 IS MY LUCKY NUMBER.,18 HITLER REFERENCE,N,
21173,1,7HORCRX,7 HORCRUX(MOVIE REFERENCE),A magical object containing part of a wizards soul in the Harry Potter world.,N,
13976,2,DONG ANH,MY NAME,DONG=PENIS ANH(?),N,
4448,3,STYMOBN,STAY RIDDING,MOBBIN,N,2
11671,2,REDRRMM,RED RUM DRINK (WILL BE THE NEW COLOR OF MY TRUCK),RED RUM=MURDER,N,2
13389,2,SIGG9MM,THE NAME OF MY TOY,SIGG=SICK(?) 9MM=GUN,N,2
17489,2,BBADASP,"BAD SNAKE, ASP IS ONE OF THE MOST COMMON OF VIPERS.",BAD ASS,N,3
9759,3,2MUCHFN,TOO MUCH FUN,OR FUCKING,N,3
11872,2,SPARK 24,NO MEANING ON REG 17,SPARK=SMOKE(MARIJUANA) 24(HOURS)=ALL DAY,N,7D
21411,2,UNION OG,I WORK AS A LABOR UNION ORGANIZER.,UNION ORIGINAL GANGSTER,N,2
608,2,S A Z Z,NO MEANING,SASS OR ASS,N,1
1722,0,22C MML,TWO TWO SEA MAMMAL,22c=glock (this is a coastal plateâ€¦),N,2
23332,2,FSH BCH,THE OWNER IS A FISHERMAN AND WILL ONLY FISH FROM THE BEACH AND CALLS IT HIS FISHING BEACH. ALSO APPROPRIATE THAT ITS ON THE TRUCK,FISH BEACH OR FISH BITCH,N,3
16613,3,PUBIKER,stinking biker,PUBIC AND BIKER,N,2
4297,0,13 GILL,13 IS MY LUCKY NUM GILL IS MY LAST NAME,13 GANG REFERENCE,N,2
10890,1,IKWEENB,ONE QUEEN BEE,ONE QUEEN BEE,N,7
9408,1,NKD BRWR,NAKED BREWER(PHRASE),NKD LOOKS LIKE NAKED,N,1
449,0,PIA2O15,NO MICRO,PIA-PAIN IN ASS. NO 2015 CAR,N,3
16108,2,AR15MAN,THE NAME OF STORE WHICH I OWN.,AR15=GUN MAN,N,
16725,2,JHCFX4U,J HANDY CONSTRUCTION FIX FOR YOU,JESUS H CHRIST FUCK YOU,N,2
7055,2,EAT MOB,MY WEBSITE NAME FOR FOOD REVIWES AND EATING WITH FRIENDS APPLICATION,EAT MOB,N,7
10802,2,B MFB,BRETT MOUNTAIN FANATIC BERGSTRAND,B=BAD MFB-MOTHER FUCKING BEAST(BITCH?),N,3
2297,1,E M 323,[INITIALS] [AREA CODE],323 LOS ANGELES AREA CODE,N,7
16210,2,GMONEY3,NICK NAME,G=GANGSTER MONEY,N,2
12856,1,KATCLSM,CATACLYSM,"CATACLYSM, VIOLENT EVENT, SOME MAY TAKE IT OFFENSIVE",Y,3
18530,1,ESE RIX,ESSE=THAT'S RICKS,ESSAY RICK GANG REFERENCE,Y,
2957,2,H8,MY HERO IS HENRY THE 8TH,HATE,N,2
13403,2,UPNSMK4,DRIVING FAST AND MY FAVOR NUMBER,UP IN SMOKE (DRIVING),N,7d
15801,2,RUCKING,DRIVING RUCKUS,FUCKING,N,3
19180,1,CR8VCAT,CREATIVE PERSON LOVES CATS,CAT,Y,
5790,0,DMIRISH,HUSBANDS NAME,DAMN IRISH,N,3
12978,1,BLUSHU,BLUE SHOE (CAR NICKNAME),"BLUE, GANG REFERENCE",Y,2
20019,1,2HUMMR2,MAKE AND MODEL OF CAR,HUMMER CAN BE A SEXUAL REFERENCE (No Hummer on record),N,1
5292,2,WT TRASH,FOR OUR OLDER WHITE TRUCK WHEN WE REGISTER,WHITE TRASH,N,2
6119,1,NPY CHK,NAPPY CHICK,NAPPY-OFFENSIVE,N,4
14064,0,NASIM,MY NAME,HIS NAME BUT CAN BE TAKEN AS NAZI,N,2
6228,2,7DKHIM,dk hawaii mitra,dick him,N,1
797,2,BDAZSRT,INITIALS,BADASS RT(?),N,3
8756,0,RISK 13,NAME OF CAR RISK AND YEAR 2013,13-GANG,N,7
20698,1,P72O71O,"FIRST INITIAL OF LAST NAME AND BIRTH YEARS OF ME, WIFE AND KIDS",LOOK A LIKE,N,6
574,3,KAKEGRL,CAKE GIRL,cake=ass?,N,1
15433,1,ACOWTNT,ACCOUNTANT,PULLED FOR TNT,Y,2
4719,1,BLACK AS,BLACK AS=AS SHIT OR ASS ,LOOKS LIKE BLACK ASS,N,3
1115,2,WESSON 1,NO MICRO,SMITH AND WESSON=GUN,Y,2
22723,2,GUANO37,GUANO37,GUANO=BIRD POOP,N,2
7467,2,69 GOAT,1969 GTO (PONTIAC),69=SEX ACT G.O.A.T.=GREATEST OF ALL TIME,Y,1
1840,2,BDASAMG,B BE- THE (DAS IS GERMAN FOR THE) AMG IS THE TYPE OF CAR,BADASS MG(?),N,3
5065,1,CALSTA,CALIFORNIA STATE,"this is the abbreviation for the CALIFORNIA STATE TRANSPORTATION AGENCY, IS THAT OK?",Y,?
22879,2,TRIGGGR,TRIGGER. A GIRLSCOUTS CAMP NICKNAME.,TRIGGER,Y,2
21222,1,H82 7OUT,HATE TO 7 OUT,PULLED FOR HATE,Y,2
20811,0,SS TACO,MY INITIALS(SS)AND TACO (TOYOTA TACOMA,TACO,N,1
19973,1,REDSPRT,RED SPORT (CAR COLOR AND MODEL),"RED, GANG REFERENCE",Y,2
3169,1,HELL RAM,HELLCAT RAM,HELL,Y,3
22400,2,PUMPZ,NAME OF HIS COMPANY,PUMPS,Y,2
5290,2,PATSH8R,NFL PATRIOTS HATER,"PATS(PATRIOTS, SPORTS TEAM) HATER",N,2
1243,1,BEMYBAE,BE MY BAE(PARTNER),BAE POOP IN DANISH,N,2
6891,1,1DSLDVA,1 DEISEL DIVA,1 DICK SUCKING LIPS DIVA,N,1
23062,2,IHATPPL,I HAT PEOPLE,I HAT (OR HATE) PEOPLE,N,2
1603,0,GMEN49R,THE G STANDS FOR GONZALEZ AND THE 49R IS FOR THE SAN FRANCISCO FOOTBALL TEAM,"GMAN=A GOVERNMENT AGENT, CIA OR FBI",N,5
19704,0,JEFEJLS,JOSE LUIS SORIA DAD,JEFE MEANS BOSS BUT IT IS A WORD USED BY GANGS AND CARTELS MOSTLY,Y,2
8014,2,BALA,FIRST PART OF MY NAME,BALLER,N,2
2408,2,17CUCA,NO MICRO,CUCA = COCKROACH IN SPANISH,N,1
2419,1,LAKR213,LOS ANGELES LAKERS [AREA CODE],213 LA AREA CODE,N,7
